2025-08-31/00:28:35.239/EDT  INFO MenuSynchService:152 - Price sync called for store BK-2876

2025-08-31/01:27:36.170/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/01:27:36.203/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/01:27:36.258/EDT  INFO BrinkPosOrderpoint:151:[-exec-6]: - Attempting to persist POS offering

2025-08-31/01:27:38.563/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.563/EDT  WARN BrinkMenuPersister:148:[-exec-6]: - Invalid / Unsupported promotion found 673882595

2025-08-31/01:27:38.564/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.564/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.565/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.566/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.566/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.566/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.567/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.567/EDT  WARN BrinkMenuPersister:148:[-exec-6]: - Invalid / Unsupported promotion found 673927896

2025-08-31/01:27:38.567/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.567/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.567/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.567/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.568/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.568/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.568/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.568/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.569/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.569/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.569/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.569/EDT  WARN BrinkMenuPersister:127:[-exec-6]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/01:27:38.571/EDT  INFO PosProductsMenuPersister:107:[-exec-6]: - Persist pos discounts priceSyncDifferential: true took 2 ms

2025-08-31/01:27:38.571/EDT  INFO PosProductsMenuPersister:518:[-exec-6]: - Populate pos items cache took 0 ms.

2025-08-31/01:27:38.859/EDT  INFO PosProductsMenuPersister:127:[-exec-6]: - Persist pos items priceSyncDifferential: true took 288 ms

2025-08-31/01:27:38.859/EDT  INFO BrinkPosOrderpoint:200:[-exec-6]: - Brink fetch and persist pos offering took 2601 ms

2025-08-31/01:28:01.176/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:28:56.226/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["673784540"]

2025-08-31/01:28:56.229/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/01:28:56.244/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/01:28:56.273/EDT  INFO BrinkPosOrderpoint:151:[-exec-7]: - Attempting to persist POS offering

2025-08-31/01:28:58.212/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.212/EDT  WARN BrinkMenuPersister:148:[-exec-7]: - Invalid / Unsupported promotion found 673882595

2025-08-31/01:28:58.212/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.227/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.228/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.228/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.228/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.229/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.230/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.230/EDT  WARN BrinkMenuPersister:148:[-exec-7]: - Invalid / Unsupported promotion found 673927896

2025-08-31/01:28:58.230/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.230/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.230/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.230/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.230/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.231/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.231/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.231/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.231/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.231/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.231/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.231/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/01:28:58.241/EDT  INFO PosProductsMenuPersister:107:[-exec-7]: - Persist pos discounts priceSyncDifferential: true took 9 ms

2025-08-31/01:28:58.245/EDT  INFO PosProductsMenuPersister:518:[-exec-7]: - Populate pos items cache took 3 ms.

2025-08-31/01:28:58.512/EDT  INFO PosProductsMenuPersister:127:[-exec-7]: - Persist pos items priceSyncDifferential: true took 267 ms

2025-08-31/01:28:58.512/EDT  INFO BrinkPosOrderpoint:200:[-exec-7]: - Brink fetch and persist pos offering took 2238 ms

2025-08-31/01:32:31.193/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:32:36.207/EDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:32:36.207/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/01:32:36.215/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/01:32:36.257/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/01:32:41.281/EDT ERROR BrinkPosOrderpoint:142:[-exec-1]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:32:41.282/EDT  INFO BrinkPosOrderpoint:151:[-exec-1]: - Attempting to persist POS offering

2025-08-31/01:32:46.286/EDT ERROR BrinkPosOrderpoint:202:[-exec-1]: - Exception occurred during persist pos offering: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:33:56.302/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["673784540"]

2025-08-31/01:33:56.307/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/01:33:56.369/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/01:33:56.414/EDT  INFO BrinkPosOrderpoint:151:[exec-11]: - Attempting to persist POS offering

2025-08-31/01:33:58.446/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.447/EDT  WARN BrinkMenuPersister:148:[exec-11]: - Invalid / Unsupported promotion found 673882595

2025-08-31/01:33:58.447/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:148:[exec-11]: - Invalid / Unsupported promotion found 673927896

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  WARN BrinkMenuPersister:127:[exec-11]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/01:33:58.449/EDT  INFO PosProductsMenuPersister:107:[exec-11]: - Persist pos discounts priceSyncDifferential: true took 0 ms

2025-08-31/01:33:58.468/EDT  INFO PosProductsMenuPersister:518:[exec-11]: - Populate pos items cache took 19 ms.

2025-08-31/01:33:58.737/EDT  INFO PosProductsMenuPersister:127:[exec-11]: - Persist pos items priceSyncDifferential: true took 269 ms

2025-08-31/01:33:58.738/EDT  INFO BrinkPosOrderpoint:200:[exec-11]: - Brink fetch and persist pos offering took 2324 ms

2025-08-31/01:34:31.241/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:35:01.258/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:35:06.262/EDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:35:06.262/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/01:35:06.264/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/01:35:06.267/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/01:35:11.286/EDT ERROR BrinkPosOrderpoint:142:[-exec-2]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:35:11.287/EDT  INFO BrinkPosOrderpoint:151:[-exec-2]: - Attempting to persist POS offering

2025-08-31/01:35:16.302/EDT ERROR BrinkPosOrderpoint:202:[-exec-2]: - Exception occurred during persist pos offering: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:36:26.354/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["673784540"]

2025-08-31/01:36:26.358/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/01:36:26.413/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/01:36:26.445/EDT  INFO BrinkPosOrderpoint:151:[-exec-4]: - Attempting to persist POS offering

2025-08-31/01:36:28.420/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.421/EDT  WARN BrinkMenuPersister:148:[-exec-4]: - Invalid / Unsupported promotion found 673882595

2025-08-31/01:36:28.421/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.421/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.422/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.422/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.422/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.423/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.423/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.423/EDT  WARN BrinkMenuPersister:148:[-exec-4]: - Invalid / Unsupported promotion found 673927896

2025-08-31/01:36:28.423/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.423/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.424/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.424/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.424/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.424/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.424/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.424/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.425/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.425/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.425/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.426/EDT  WARN BrinkMenuPersister:127:[-exec-4]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/01:36:28.426/EDT  INFO PosProductsMenuPersister:107:[-exec-4]: - Persist pos discounts priceSyncDifferential: true took 0 ms

2025-08-31/01:36:28.426/EDT  INFO PosProductsMenuPersister:518:[-exec-4]: - Populate pos items cache took 0 ms.

2025-08-31/01:36:28.708/EDT  INFO PosProductsMenuPersister:127:[-exec-4]: - Persist pos items priceSyncDifferential: true took 282 ms

2025-08-31/01:36:28.709/EDT  INFO BrinkPosOrderpoint:200:[-exec-4]: - Brink fetch and persist pos offering took 2263 ms

2025-08-31/01:45:01.446/EDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:45:06.450/EDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:45:06.450/EDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/01:45:06.452/EDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/01:45:06.486/EDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/01:45:11.511/EDT ERROR BrinkPosOrderpoint:142:[-exec-7]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/01:45:11.511/EDT  INFO BrinkPosOrderpoint:151:[-exec-7]: - Attempting to persist POS offering

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:148:[-exec-7]: - Invalid / Unsupported promotion found 673882595

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:148:[-exec-7]: - Invalid / Unsupported promotion found 673927896

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/01:45:13.445/EDT  WARN BrinkMenuPersister:127:[-exec-7]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

