2025-08-31/00:08:58.330/PDT  INFO MenuSynchService:152 - Price sync called for store BK-4878

2025-08-31/02:56:50.908/PDT  WARN BrinkMenuPersister:542:[-exec-8]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/02:56:50.908/PDT  WARN BrinkMenuPersister:542:[-exec-8]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/02:56:50.910/PDT  WARN BrinkMenuPersister:542:[-exec-8]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:56:50.911/PDT  WARN BrinkMenuPersister:542:[-exec-8]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:56:50.911/PDT  WARN BrinkMenuPersister:542:[-exec-8]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/02:56:50.911/PDT  WARN BrinkMenuPersister:542:[-exec-8]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:56:50.911/PDT  WARN BrinkMenuPersister:542:[-exec-8]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:56:50.911/PDT  WARN BrinkMenuPersister:542:[-exec-8]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/02:56:50.912/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.912/PDT  WARN BrinkMenuPersister:148:[-exec-8]: - Invalid / Unsupported promotion found 673882595

2025-08-31/02:56:50.913/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.913/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.914/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.914/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.915/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.915/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.916/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.916/PDT  WARN BrinkMenuPersister:148:[-exec-8]: - Invalid / Unsupported promotion found 673927896

2025-08-31/02:56:50.916/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.916/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.917/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.917/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.917/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.917/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.917/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.918/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.918/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.918/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.918/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.918/PDT  WARN BrinkMenuPersister:127:[-exec-8]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/02:56:50.925/PDT  INFO PosProductsMenuPersister:107:[-exec-8]: - Persist pos discounts priceSyncDifferential: true took 6 ms

2025-08-31/02:56:50.925/PDT  INFO PosProductsMenuPersister:518:[-exec-8]: - Populate pos items cache took 0 ms.

2025-08-31/02:56:51.278/PDT  INFO PosProductsMenuPersister:127:[-exec-8]: - Persist pos items priceSyncDifferential: true took 353 ms

2025-08-31/02:56:51.279/PDT  INFO BrinkPosOrderpoint:200:[-exec-8]: - Brink fetch and persist pos offering took 6362 ms

2025-08-31/02:59:49.434/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/02:59:54.448/PDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/02:59:54.448/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/02:59:54.450/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/02:59:54.453/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/02:59:54.743/PDT  INFO BrinkPosOrderpoint:151:[-exec-9]: - Attempting to persist POS offering

2025-08-31/03:00:01.694/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/03:00:01.694/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/03:00:01.694/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:00:01.694/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:148:[-exec-9]: - Invalid / Unsupported promotion found 673882595

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.700/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.706/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.706/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.707/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.707/PDT  WARN BrinkMenuPersister:148:[-exec-9]: - Invalid / Unsupported promotion found 673927896

2025-08-31/03:00:01.708/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.708/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.708/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.708/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.708/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.709/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.709/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.709/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.710/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.710/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.710/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.710/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/03:00:01.723/PDT  INFO PosProductsMenuPersister:107:[-exec-9]: - Persist pos discounts priceSyncDifferential: true took 12 ms

2025-08-31/03:00:01.723/PDT  INFO PosProductsMenuPersister:518:[-exec-9]: - Populate pos items cache took 0 ms.

2025-08-31/03:00:02.123/PDT  INFO PosProductsMenuPersister:127:[-exec-9]: - Persist pos items priceSyncDifferential: true took 400 ms

2025-08-31/03:00:02.139/PDT  INFO BrinkPosOrderpoint:200:[-exec-9]: - Brink fetch and persist pos offering took 7395 ms

2025-08-31/03:01:14.961/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["674048923","674048924","674048926","674048927","674048928","674048929","674048930","674048931","674048932","674048933","674048934","674048935","674048936"]

2025-08-31/03:01:14.966/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/03:01:14.977/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/03:01:15.078/PDT  INFO BrinkPosOrderpoint:151:[exec-10]: - Attempting to persist POS offering

2025-08-31/03:01:20.909/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/03:01:20.909/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/03:01:20.909/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:01:20.910/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:01:20.911/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:01:20.911/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:01:20.911/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:01:20.912/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:01:20.912/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:01:20.912/PDT  WARN BrinkMenuPersister:542:[exec-10]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:01:20.912/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.913/PDT  WARN BrinkMenuPersister:148:[exec-10]: - Invalid / Unsupported promotion found 673882595

2025-08-31/03:01:20.913/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.913/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:148:[exec-10]: - Invalid / Unsupported promotion found 673927896

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  WARN BrinkMenuPersister:127:[exec-10]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/03:01:20.914/PDT  INFO PosProductsMenuPersister:107:[exec-10]: - Persist pos discounts priceSyncDifferential: true took 0 ms

2025-08-31/03:01:20.934/PDT  INFO PosProductsMenuPersister:518:[exec-10]: - Populate pos items cache took 4 ms.

2025-08-31/03:01:21.247/PDT  INFO PosProductsMenuPersister:127:[exec-10]: - Persist pos items priceSyncDifferential: true took 312 ms

2025-08-31/03:01:21.247/PDT  INFO BrinkPosOrderpoint:200:[exec-10]: - Brink fetch and persist pos offering took 6169 ms

2025-08-31/03:03:19.507/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/03:03:24.523/PDT ERROR BrinkPosOrderpoint:394:[thcheck]: - Exception occurred while fetching unavailable items: java.net.SocketTimeoutException: connect timed out

2025-08-31/03:03:24.524/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: null

2025-08-31/03:03:24.527/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/03:03:24.558/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/03:03:24.953/PDT  INFO BrinkPosOrderpoint:151:[-exec-9]: - Attempting to persist POS offering

2025-08-31/03:03:30.849/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/03:03:30.849/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

2025-08-31/03:03:30.850/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:03:30.850/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673545787 combo id: 1-673890913 is not present in item group id: 673566466.

2025-08-31/03:03:30.851/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512351 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:03:30.851/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512350 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:03:30.852/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512349 combo id: 1-674047907 is not present in item group id: 674047398.

2025-08-31/03:03:30.852/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512351 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:03:30.852/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512350 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:03:30.852/PDT  WARN BrinkMenuPersister:542:[-exec-9]: - Composite component item id: 673512349 combo id: 1-674048038 is not present in item group id: 674047398.

2025-08-31/03:03:30.852/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673511412 [Product Card: Free Small Combo Meal - 5687 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.853/PDT  WARN BrinkMenuPersister:148:[-exec-9]: - Invalid / Unsupported promotion found 673882595

2025-08-31/03:03:30.853/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673882917 [Free Whopper Jr - 4439 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.853/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673914977 [$12.99 Small Whopper Meal for Two -5898 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.854/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673917573 [$30 4 Whoppers, 3 Hamburgers, 2 Small Fries -3994 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.854/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673917727 [Free Double Sausage, Egg, & Cheese Croissan'wich - 1500 - Digtal] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.855/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673923425 [$16.99 - Family Bundle -7054 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.855/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673925122 [$17.49 - Family Bundle -4690 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.856/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673936951 [El Tri Fan Faves DLV -4574 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.856/PDT  WARN BrinkMenuPersister:148:[-exec-9]: - Invalid / Unsupported promotion found 673927896

2025-08-31/03:03:30.856/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673937338 [Steakhouse Meal For Two DLV -03989 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.856/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673937382 [Family Steakhouse Combo DLV -03991 -N ] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.856/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954103 [zzzBOGO Chicken Jr. - 6510 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.856/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954107 [zzzBOGO Bacon King- 6521 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.856/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673954106 [zzzBOGO Cheeseburger - 6545 -Digital] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.857/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955126 [Flame & Flight Combo (Delivery) -99004031 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.857/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955184 [The Soaring Flame Combo (Delivery) -99004033 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.857/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673955209 [The Berk Bundle for Two (Delivery) -99004035 -N] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.857/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673975980 [Triple Bundle - 99003382- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.857/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673975982 [Double Bundle - 99003381- n] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.858/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673976274 [The Big Game Bundle - 3959-n] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.858/PDT  WARN BrinkMenuPersister:127:[-exec-9]: - Promotion 673976302 [40 Pc. Nuggets & 2 Medium Fries - 3960 - ] is not valid for supported destinations. Ignoring.

2025-08-31/03:03:30.863/PDT  INFO PosProductsMenuPersister:107:[-exec-9]: - Persist pos discounts priceSyncDifferential: true took 5 ms

2025-08-31/03:03:30.863/PDT  INFO PosProductsMenuPersister:518:[-exec-9]: - Populate pos items cache took 0 ms.

2025-08-31/03:03:31.188/PDT  INFO PosProductsMenuPersister:127:[-exec-9]: - Persist pos items priceSyncDifferential: true took 325 ms

2025-08-31/03:03:31.189/PDT  INFO BrinkPosOrderpoint:200:[-exec-9]: - Brink fetch and persist pos offering took 6235 ms

2025-08-31/03:03:49.491/PDT ERROR BrinkPosOrderpoint:142:[thcheck]: - Exception occurred during get last update time. Cause: java.net.SocketTimeoutException: connect timed out

2025-08-31/03:04:44.982/PDT  INFO BrinkPosOrderpoint:402:[thcheck]: - Unavailable item plus: ["674048923","674048924","674048926","674048927","674048928","674048929","674048930","674048931","674048932","674048933","674048934","674048935","674048936"]

2025-08-31/03:04:44.985/PDT  INFO StoreManager:452:[thcheck]: - POS DB Updated, Calling pos offering sync ..

2025-08-31/03:04:45.015/PDT  INFO StoreManager:468:[thcheck]: - Store has been queued for a price sync.

2025-08-31/03:04:45.109/PDT  INFO BrinkPosOrderpoint:151:[-exec-7]: - Attempting to persist POS offering

2025-08-31/03:04:51.121/PDT  WARN BrinkMenuPersister:542:[-exec-7]: - Composite component item id: 673644035 combo id: 1-673674316 is not present in item group id: 673658555.

2025-08-31/03:04:51.121/PDT  WARN BrinkMenuPersister:542:[-exec-7]: - Composite component item id: 673644035 combo id: 1-673890876 is not present in item group id: 673658555.

